Date,DateID,Year,Month,Day,DayOfWeek
2011-03-15,665,2011,3,15,Tuesday
2011-03-16,666,2011,3,16,Wednesday
2011-03-17,667,2011,3,17,Thursday
2011-03-18,668,2011,3,18,Friday
2011-03-19,669,2011,3,19,Saturday
2011-03-20,670,2011,3,20,Sunday
2011-03-21,671,2011,3,21,Monday
2011-03-23,672,2011,3,23,Wednesday
2011-03-24,673,2011,3,24,Thursday
2011-03-25,674,2011,3,25,Friday
2011-03-26,675,2011,3,26,Saturday
2011-03-28,676,2011,3,28,Monday
2011-03-30,677,2011,3,30,Wednesday
2011-05-09,678,2011,5,9,Monday
2011-05-11,679,2011,5,11,Wednesday
2011-05-12,680,2011,5,12,Thursday
2011-05-13,681,2011,5,13,Friday
2011-05-14,682,2011,5,14,Saturday
2011-05-16,683,2011,5,16,Monday
2011-05-18,684,2011,5,18,Wednesday
2011-05-23,685,2011,5,23,Monday
2011-05-24,686,2011,5,24,Tuesday
2011-05-25,687,2011,5,25,Wednesday
2011-05-27,688,2011,5,27,Friday
2011-06-02,689,2011,6,2,Thursday
2011-06-03,690,2011,6,3,Friday
2011-06-04,691,2011,6,4,Saturday
2011-06-06,692,2011,6,6,Monday
2011-06-07,693,2011,6,7,Tuesday
2011-06-08,694,2011,6,8,Wednesday
2011-06-09,695,2011,6,9,Thursday
2011-06-14,696,2011,6,14,Tuesday
2011-06-15,697,2011,6,15,Wednesday
2011-06-17,698,2011,6,17,Friday
2011-06-18,699,2011,6,18,Saturday
2011-06-20,700,2011,6,20,Monday
2011-06-21,701,2011,6,21,Tuesday
2011-06-22,702,2011,6,22,Wednesday
2011-06-23,703,2011,6,23,Thursday
2011-06-24,704,2011,6,24,Friday
2011-06-25,705,2011,6,25,Saturday
2011-06-26,706,2011,6,26,Sunday
2011-07-01,707,2011,7,1,Friday
2011-07-02,708,2011,7,2,Saturday
2011-07-03,709,2011,7,3,Sunday
2011-07-04,710,2011,7,4,Monday
2011-07-05,711,2011,7,5,Tuesday
2011-07-06,712,2011,7,6,Wednesday
2011-07-07,713,2011,7,7,Thursday
2011-07-09,714,2011,7,9,Saturday
2011-07-10,715,2011,7,10,Sunday
2011-07-11,716,2011,7,11,Monday
2011-07-13,717,2011,7,13,Wednesday
2011-07-14,718,2011,7,14,Thursday
2011-07-17,719,2011,7,17,Sunday
2011-07-18,720,2011,7,18,Monday
2011-07-20,721,2011,7,20,Wednesday
2011-07-21,722,2011,7,21,Thursday
2011-07-22,723,2011,7,22,Friday
2011-07-25,724,2011,7,25,Monday
2011-07-26,725,2011,7,26,Tuesday
2011-07-28,726,2011,7,28,Thursday
2011-07-29,727,2011,7,29,Friday
2011-07-30,728,2011,7,30,Saturday
2011-07-31,729,2011,7,31,Sunday
2011-08-04,730,2011,8,4,Thursday
2011-08-05,731,2011,8,5,Friday
2011-08-06,732,2011,8,6,Saturday
2011-08-07,733,2011,8,7,Sunday
2011-08-08,734,2011,8,8,Monday
2011-08-09,735,2011,8,9,Tuesday
2011-08-10,736,2011,8,10,Wednesday
2011-08-11,737,2011,8,11,Thursday
2011-08-12,738,2011,8,12,Friday
2011-08-15,739,2011,8,15,Monday
2011-08-17,740,2011,8,17,Wednesday
2011-08-18,741,2011,8,18,Thursday
2011-08-19,742,2011,8,19,Friday
2011-08-20,743,2011,8,20,Saturday
2011-08-21,744,2011,8,21,Sunday
2011-08-22,745,2011,8,22,Monday
2011-08-23,746,2011,8,23,Tuesday
2011-08-24,747,2011,8,24,Wednesday
2011-08-25,748,2011,8,25,Thursday
2011-08-26,749,2011,8,26,Friday
2011-08-27,750,2011,8,27,Saturday
2011-08-29,751,2011,8,29,Monday
2011-08-31,752,2011,8,31,Wednesday
2011-09-01,753,2011,9,1,Thursday
2011-09-02,754,2011,9,2,Friday
2011-09-03,755,2011,9,3,Saturday
2011-09-04,756,2011,9,4,Sunday
2011-09-06,757,2011,9,6,Tuesday
2011-09-08,758,2011,9,8,Thursday
2011-09-09,759,2011,9,9,Friday
2011-09-14,760,2011,9,14,Wednesday
2011-09-15,761,2011,9,15,Thursday
2011-09-16,762,2011,9,16,Friday
2011-09-17,763,2011,9,17,Saturday
2011-09-18,764,2011,9,18,Sunday
2011-09-19,765,2011,9,19,Monday
2011-09-20,766,2011,9,20,Tuesday
2011-09-22,767,2011,9,22,Thursday
2011-09-23,768,2011,9,23,Friday
2011-09-24,769,2011,9,24,Saturday
2011-09-25,770,2011,9,25,Sunday
2011-09-26,771,2011,9,26,Monday
2011-09-27,772,2011,9,27,Tuesday
2011-09-28,773,2011,9,28,Wednesday
2011-09-29,774,2011,9,29,Thursday
2011-09-30,775,2011,9,30,Friday
2011-10-01,776,2011,10,1,Saturday
2011-10-02,777,2011,10,2,Sunday
2011-10-03,778,2011,10,3,Monday
2011-10-04,779,2011,10,4,Tuesday
2011-10-05,780,2011,10,5,Wednesday
2011-10-06,781,2011,10,6,Thursday
2011-10-07,782,2011,10,7,Friday
2011-10-08,783,2011,10,8,Saturday
2011-10-09,784,2011,10,9,Sunday
2011-10-11,785,2011,10,11,Tuesday
2011-10-12,786,2011,10,12,Wednesday
2011-10-13,787,2011,10,13,Thursday
2011-10-14,788,2011,10,14,Friday
2011-10-15,789,2011,10,15,Saturday
2011-10-16,790,2011,10,16,Sunday
2011-10-17,791,2011,10,17,Monday
2011-10-18,792,2011,10,18,Tuesday
2011-10-19,793,2011,10,19,Wednesday
2011-10-20,794,2011,10,20,Thursday
2011-10-21,795,2011,10,21,Friday
2011-10-22,796,2011,10,22,Saturday
2011-10-23,797,2011,10,23,Sunday
2011-10-24,798,2011,10,24,Monday
2011-10-25,799,2011,10,25,Tuesday
2011-10-26,800,2011,10,26,Wednesday
2011-10-27,801,2011,10,27,Thursday
2011-10-28,802,2011,10,28,Friday
2011-10-29,803,2011,10,29,Saturday
2011-10-30,804,2011,10,30,Sunday
2011-10-31,805,2011,10,31,Monday
2011-11-01,806,2011,11,1,Tuesday
2011-11-02,807,2011,11,2,Wednesday
2011-11-03,808,2011,11,3,Thursday
2011-11-04,809,2011,11,4,Friday
2011-11-05,810,2011,11,5,Saturday
2011-11-06,811,2011,11,6,Sunday
2011-11-07,812,2011,11,7,Monday
2011-11-08,813,2011,11,8,Tuesday
2011-11-09,814,2011,11,9,Wednesday
2011-11-10,815,2011,11,10,Thursday
2011-11-11,816,2011,11,11,Friday
2011-11-12,817,2011,11,12,Saturday
2011-11-13,818,2011,11,13,Sunday
2011-11-14,819,2011,11,14,Monday
2011-11-15,820,2011,11,15,Tuesday
2011-11-16,821,2011,11,16,Wednesday
2011-11-17,822,2011,11,17,Thursday
2011-11-18,823,2011,11,18,Friday
2011-11-19,824,2011,11,19,Saturday
2011-11-20,825,2011,11,20,Sunday
2011-11-21,826,2011,11,21,Monday
2011-11-22,827,2011,11,22,Tuesday
2011-11-23,828,2011,11,23,Wednesday
2011-11-28,829,2011,11,28,Monday
2011-11-29,830,2011,11,29,Tuesday
2011-11-30,831,2011,11,30,Wednesday
2011-12-01,832,2011,12,1,Thursday
2011-12-02,833,2011,12,2,Friday
2011-12-03,834,2011,12,3,Saturday
2011-12-04,835,2011,12,4,Sunday
2011-12-05,836,2011,12,5,Monday
2011-12-06,837,2011,12,6,Tuesday
2011-12-07,838,2011,12,7,Wednesday
2011-12-08,839,2011,12,8,Thursday
2011-12-09,840,2011,12,9,Friday
2011-12-10,841,2011,12,10,Saturday
2011-12-11,842,2011,12,11,Sunday
2011-12-12,843,2011,12,12,Monday
2011-12-13,844,2011,12,13,Tuesday
2011-12-14,845,2011,12,14,Wednesday
2011-12-15,846,2011,12,15,Thursday
2011-12-16,847,2011,12,16,Friday
2011-12-17,848,2011,12,17,Saturday
2011-12-18,849,2011,12,18,Sunday
2011-12-19,850,2011,12,19,Monday
2011-12-20,851,2011,12,20,Tuesday
2011-12-21,852,2011,12,21,Wednesday
2011-12-22,853,2011,12,22,Thursday
2011-12-23,854,2011,12,23,Friday
2011-12-24,855,2011,12,24,Saturday
2011-12-25,856,2011,12,25,Sunday
2011-12-26,857,2011,12,26,Monday
2011-12-27,858,2011,12,27,Tuesday
2011-12-28,859,2011,12,28,Wednesday
2011-12-29,860,2011,12,29,Thursday
2011-12-30,861,2011,12,30,Friday
2011-12-31,862,2011,12,31,Saturday
2012-01-01,863,2012,1,1,Sunday
2012-01-02,864,2012,1,2,Monday
2012-01-03,865,2012,1,3,Tuesday
2012-01-04,866,2012,1,4,Wednesday
2012-01-05,867,2012,1,5,Thursday
2012-01-06,868,2012,1,6,Friday
2012-01-07,869,2012,1,7,Saturday
2012-01-08,870,2012,1,8,Sunday
2012-01-09,871,2012,1,9,Monday
2012-01-10,872,2012,1,10,Tuesday
2012-01-11,873,2012,1,11,Wednesday
2012-01-12,874,2012,1,12,Thursday
2012-01-13,875,2012,1,13,Friday
2012-01-14,876,2012,1,14,Saturday
2012-01-15,877,2012,1,15,Sunday
2012-01-16,878,2012,1,16,Monday
2012-01-17,879,2012,1,17,Tuesday
2012-01-18,880,2012,1,18,Wednesday
2012-01-19,881,2012,1,19,Thursday
2012-01-20,882,2012,1,20,Friday
2012-01-21,883,2012,1,21,Saturday
2012-01-22,884,2012,1,22,Sunday
2012-01-23,885,2012,1,23,Monday
2012-01-24,886,2012,1,24,Tuesday
2012-01-25,887,2012,1,25,Wednesday
2012-01-26,888,2012,1,26,Thursday
2012-01-27,889,2012,1,27,Friday
2012-01-28,890,2012,1,28,Saturday
2012-01-29,891,2012,1,29,Sunday
2012-01-30,892,2012,1,30,Monday
2012-01-31,893,2012,1,31,Tuesday
2012-02-01,894,2012,2,1,Wednesday
2012-02-02,895,2012,2,2,Thursday
2012-02-03,896,2012,2,3,Friday
2012-02-04,897,2012,2,4,Saturday
2012-02-05,898,2012,2,5,Sunday
2012-02-06,899,2012,2,6,Monday
2012-02-07,900,2012,2,7,Tuesday
2012-02-08,901,2012,2,8,Wednesday
2012-02-09,902,2012,2,9,Thursday
2012-02-10,903,2012,2,10,Friday
2012-02-11,904,2012,2,11,Saturday
2012-02-12,905,2012,2,12,Sunday
2012-02-13,906,2012,2,13,Monday
2012-02-14,907,2012,2,14,Tuesday
2012-02-15,908,2012,2,15,Wednesday
2012-02-16,909,2012,2,16,Thursday
2012-02-17,910,2012,2,17,Friday
2012-02-18,911,2012,2,18,Saturday
2012-02-19,912,2012,2,19,Sunday
2012-02-20,913,2012,2,20,Monday
2012-02-21,914,2012,2,21,Tuesday
2012-02-22,915,2012,2,22,Wednesday
2012-02-26,916,2012,2,26,Sunday
2012-02-27,917,2012,2,27,Monday
2012-02-28,918,2012,2,28,Tuesday
2012-02-29,919,2012,2,29,Wednesday
2012-03-01,920,2012,3,1,Thursday
2012-03-02,921,2012,3,2,Friday
2012-03-03,922,2012,3,3,Saturday
2012-03-04,923,2012,3,4,Sunday
2012-03-07,924,2012,3,7,Wednesday
2012-03-08,925,2012,3,8,Thursday
2012-03-11,926,2012,3,11,Sunday
2012-03-12,927,2012,3,12,Monday
2012-03-13,928,2012,3,13,Tuesday
2012-03-15,929,2012,3,15,Thursday
2012-03-16,930,2012,3,16,Friday
2012-03-17,931,2012,3,17,Saturday
2012-03-18,932,2012,3,18,Sunday
2012-03-19,933,2012,3,19,Monday
2012-03-20,934,2012,3,20,Tuesday
2012-03-21,935,2012,3,21,Wednesday
2012-03-22,936,2012,3,22,Thursday
2012-03-23,937,2012,3,23,Friday
2012-03-24,938,2012,3,24,Saturday
2012-03-25,939,2012,3,25,Sunday
2012-03-26,940,2012,3,26,Monday
2012-03-27,941,2012,3,27,Tuesday
2012-03-28,942,2012,3,28,Wednesday
2012-03-29,943,2012,3,29,Thursday
2012-03-30,944,2012,3,30,Friday
2012-04-03,945,2012,4,3,Tuesday
2012-04-04,946,2012,4,4,Wednesday
2012-04-05,947,2012,4,5,Thursday
2012-04-06,948,2012,4,6,Friday
2012-04-07,949,2012,4,7,Saturday
2012-04-09,950,2012,4,9,Monday
2012-04-10,951,2012,4,10,Tuesday
2012-04-11,952,2012,4,11,Wednesday
2012-04-12,953,2012,4,12,Thursday
2012-04-15,954,2012,4,15,Sunday
2012-04-16,955,2012,4,16,Monday
2012-04-18,956,2012,4,18,Wednesday
2012-04-19,957,2012,4,19,Thursday
2012-04-20,958,2012,4,20,Friday
2012-04-21,959,2012,4,21,Saturday
2012-04-22,960,2012,4,22,Sunday
2012-04-24,961,2012,4,24,Tuesday
2012-04-25,962,2012,4,25,Wednesday
2012-04-26,963,2012,4,26,Thursday
2012-04-27,964,2012,4,27,Friday
2012-04-29,965,2012,4,29,Sunday
2012-04-30,966,2012,4,30,Monday
2012-05-02,967,2012,5,2,Wednesday
2012-05-03,968,2012,5,3,Thursday
2012-05-04,969,2012,5,4,Friday
2012-05-06,970,2012,5,6,Sunday
2012-05-07,971,2012,5,7,Monday
2012-05-09,972,2012,5,9,Wednesday
2012-05-12,973,2012,5,12,Saturday
2012-05-13,974,2012,5,13,Sunday
2012-05-14,975,2012,5,14,Monday
2012-05-15,976,2012,5,15,Tuesday
2012-05-18,977,2012,5,18,Friday
2012-05-23,978,2012,5,23,Wednesday
2012-05-24,979,2012,5,24,Thursday
2012-05-25,980,2012,5,25,Friday
2012-05-26,981,2012,5,26,Saturday
2012-05-27,982,2012,5,27,Sunday
2012-05-28,983,2012,5,28,Monday
2012-05-31,984,2012,5,31,Thursday
2012-06-01,985,2012,6,1,Friday
2012-06-03,986,2012,6,3,Sunday
2012-06-04,987,2012,6,4,Monday
2012-06-05,988,2012,6,5,Tuesday
2012-06-08,989,2012,6,8,Friday
2012-06-09,990,2012,6,9,Saturday
2012-06-13,991,2012,6,13,Wednesday
2012-06-14,992,2012,6,14,Thursday
2012-06-15,993,2012,6,15,Friday
2012-06-16,994,2012,6,16,Saturday
2012-06-17,995,2012,6,17,Sunday
2012-06-19,996,2012,6,19,Tuesday
2012-06-21,997,2012,6,21,Thursday
2012-06-22,998,2012,6,22,Friday
2012-06-23,999,2012,6,23,Saturday
2012-06-24,1000,2012,6,24,Sunday
2012-06-25,1001,2012,6,25,Monday
2012-07-01,1002,2012,7,1,Sunday
2012-07-02,1003,2012,7,2,Monday
2012-07-03,1004,2012,7,3,Tuesday
2012-07-04,1005,2012,7,4,Wednesday
2012-07-10,1006,2012,7,10,Tuesday
2012-07-11,1007,2012,7,11,Wednesday
2012-07-13,1008,2012,7,13,Friday
2012-07-14,1009,2012,7,14,Saturday
2012-07-15,1010,2012,7,15,Sunday
2012-07-16,1011,2012,7,16,Monday
2012-07-18,1012,2012,7,18,Wednesday
2012-07-21,1013,2012,7,21,Saturday
2012-07-26,1014,2012,7,26,Thursday
2012-07-27,1015,2012,7,27,Friday
2012-07-28,1016,2012,7,28,Saturday
2012-07-30,1017,2012,7,30,Monday
2012-08-05,1018,2012,8,5,Sunday
2012-08-06,1019,2012,8,6,Monday
2012-08-09,1020,2012,8,9,Thursday
2012-08-12,1021,2012,8,12,Sunday
2012-08-13,1022,2012,8,13,Monday
2012-08-15,1023,2012,8,15,Wednesday
2012-08-17,1024,2012,8,17,Friday
2012-08-19,1025,2012,8,19,Sunday
2012-08-20,1026,2012,8,20,Monday
2012-08-21,1027,2012,8,21,Tuesday
2012-08-22,1028,2012,8,22,Wednesday
2012-08-23,1029,2012,8,23,Thursday
2012-08-24,1030,2012,8,24,Friday
2012-08-25,1031,2012,8,25,Saturday
2012-08-26,1032,2012,8,26,Sunday
2012-08-27,1033,2012,8,27,Monday
2012-08-28,1034,2012,8,28,Tuesday
2012-08-29,1035,2012,8,29,Wednesday
2012-08-30,1036,2012,8,30,Thursday
2012-08-31,1037,2012,8,31,Friday
2012-09-01,1038,2012,9,1,Saturday
2012-09-02,1039,2012,9,2,Sunday
2012-09-04,1040,2012,9,4,Tuesday
2012-09-05,1041,2012,9,5,Wednesday
2012-09-06,1042,2012,9,6,Thursday
2012-09-07,1043,2012,9,7,Friday
2012-09-08,1044,2012,9,8,Saturday
2012-09-09,1045,2012,9,9,Sunday
2012-09-10,1046,2012,9,10,Monday
2012-09-11,1047,2012,9,11,Tuesday
2012-09-12,1048,2012,9,12,Wednesday
2012-09-13,1049,2012,9,13,Thursday
2012-09-14,1050,2012,9,14,Friday
2012-09-15,1051,2012,9,15,Saturday
2012-09-16,1052,2012,9,16,Sunday
2012-09-17,1053,2012,9,17,Monday
2012-09-18,1054,2012,9,18,Tuesday
2012-09-19,1055,2012,9,19,Wednesday
2012-09-20,1056,2012,9,20,Thursday
2012-09-21,1057,2012,9,21,Friday
2012-09-22,1058,2012,9,22,Saturday
2012-09-23,1059,2012,9,23,Sunday
2012-09-24,1060,2012,9,24,Monday
2012-09-26,1061,2012,9,26,Wednesday
2012-09-27,1062,2012,9,27,Thursday
2012-09-28,1063,2012,9,28,Friday
2012-09-29,1064,2012,9,29,Saturday
2012-09-30,1065,2012,9,30,Sunday
2012-10-01,1066,2012,10,1,Monday
2012-10-02,1067,2012,10,2,Tuesday
2012-10-03,1068,2012,10,3,Wednesday
2012-10-07,1069,2012,10,7,Sunday
2012-10-08,1070,2012,10,8,Monday
2012-10-10,1071,2012,10,10,Wednesday
2012-10-11,1072,2012,10,11,Thursday
2012-10-12,1073,2012,10,12,Friday
2012-10-13,1074,2012,10,13,Saturday
2012-10-14,1075,2012,10,14,Sunday
2012-10-15,1076,2012,10,15,Monday
2012-10-16,1077,2012,10,16,Tuesday
2012-10-17,1078,2012,10,17,Wednesday
2012-10-18,1079,2012,10,18,Thursday
2012-10-19,1080,2012,10,19,Friday
2012-10-21,1081,2012,10,21,Sunday
2012-10-22,1082,2012,10,22,Monday
2012-10-23,1083,2012,10,23,Tuesday
2012-10-24,1084,2012,10,24,Wednesday
2012-10-25,1085,2012,10,25,Thursday
2012-10-26,1086,2012,10,26,Friday
2012-10-27,1087,2012,10,27,Saturday
2012-10-28,1088,2012,10,28,Sunday
2012-10-29,1089,2012,10,29,Monday
2012-10-30,1090,2012,10,30,Tuesday
2012-10-31,1091,2012,10,31,Wednesday
2012-11-01,1092,2012,11,1,Thursday
2012-11-02,1093,2012,11,2,Friday
2012-11-03,1094,2012,11,3,Saturday
2012-11-04,1095,2012,11,4,Sunday
2012-11-06,1096,2012,11,6,Tuesday
2012-11-07,1097,2012,11,7,Wednesday
2012-11-08,1098,2012,11,8,Thursday
2012-11-09,1099,2012,11,9,Friday
2012-11-10,1100,2012,11,10,Saturday
2012-11-11,1101,2012,11,11,Sunday
2012-11-12,1102,2012,11,12,Monday
2012-11-13,1103,2012,11,13,Tuesday
2012-11-14,1104,2012,11,14,Wednesday
2012-11-15,1105,2012,11,15,Thursday
2012-11-16,1106,2012,11,16,Friday
2012-11-17,1107,2012,11,17,Saturday
2012-11-18,1108,2012,11,18,Sunday
2012-11-19,1109,2012,11,19,Monday
2012-11-20,1110,2012,11,20,Tuesday
2012-11-21,1111,2012,11,21,Wednesday
2012-11-22,1112,2012,11,22,Thursday
2012-11-23,1113,2012,11,23,Friday
2012-11-24,1114,2012,11,24,Saturday
2012-11-25,1115,2012,11,25,Sunday
2012-11-26,1116,2012,11,26,Monday
2012-11-27,1117,2012,11,27,Tuesday
2012-11-28,1118,2012,11,28,Wednesday
2012-11-29,1119,2012,11,29,Thursday
2012-11-30,1120,2012,11,30,Friday
2013-01-01,1121,2013,1,1,Tuesday
2013-01-02,1122,2013,1,2,Wednesday
2013-01-03,1123,2013,1,3,Thursday
2013-01-04,1124,2013,1,4,Friday
2013-01-05,1125,2013,1,5,Saturday
2013-01-06,1126,2013,1,6,Sunday
2013-01-07,1127,2013,1,7,Monday
2013-01-08,1128,2013,1,8,Tuesday
2013-01-09,1129,2013,1,9,Wednesday
2013-01-10,1130,2013,1,10,Thursday
2013-01-11,1131,2013,1,11,Friday
2013-01-12,1132,2013,1,12,Saturday
2013-01-13,1133,2013,1,13,Sunday
2013-01-14,1134,2013,1,14,Monday
2013-01-15,1135,2013,1,15,Tuesday
2013-01-16,1136,2013,1,16,Wednesday
2013-01-17,1137,2013,1,17,Thursday
2013-01-18,1138,2013,1,18,Friday
2013-01-19,1139,2013,1,19,Saturday
2013-01-20,1140,2013,1,20,Sunday
2013-01-21,1141,2013,1,21,Monday
2013-01-22,1142,2013,1,22,Tuesday
2013-01-23,1143,2013,1,23,Wednesday
2013-01-24,1144,2013,1,24,Thursday
2013-01-25,1145,2013,1,25,Friday
2013-01-26,1146,2013,1,26,Saturday
2013-01-27,1147,2013,1,27,Sunday
2013-01-28,1148,2013,1,28,Monday
2013-01-29,1149,2013,1,29,Tuesday
2013-01-30,1150,2013,1,30,Wednesday
2013-01-31,1151,2013,1,31,Thursday
2013-03-01,1152,2013,3,1,Friday
2013-03-02,1153,2013,3,2,Saturday
2013-03-03,1154,2013,3,3,Sunday
2013-03-04,1155,2013,3,4,Monday
2013-03-05,1156,2013,3,5,Tuesday
2013-03-06,1157,2013,3,6,Wednesday
2013-03-07,1158,2013,3,7,Thursday
2013-03-08,1159,2013,3,8,Friday
2013-03-09,1160,2013,3,9,Saturday
2013-03-10,1161,2013,3,10,Sunday
2013-03-11,1162,2013,3,11,Monday
2013-03-12,1163,2013,3,12,Tuesday
2013-03-13,1164,2013,3,13,Wednesday
2013-03-14,1165,2013,3,14,Thursday
2013-03-15,1166,2013,3,15,Friday
2013-03-16,1167,2013,3,16,Saturday
2013-03-17,1168,2013,3,17,Sunday
2013-03-18,1169,2013,3,18,Monday
2013-03-20,1170,2013,3,20,Wednesday
2013-03-21,1171,2013,3,21,Thursday
2013-03-23,1172,2013,3,23,Saturday
2013-03-24,1173,2013,3,24,Sunday
2013-03-27,1174,2013,3,27,Wednesday
2013-03-28,1175,2013,3,28,Thursday
2013-03-29,1176,2013,3,29,Friday
2013-03-30,1177,2013,3,30,Saturday
2013-03-31,1178,2013,3,31,Sunday
2013-04-01,1179,2013,4,1,Monday
2013-04-02,1180,2013,4,2,Tuesday
2013-04-03,1181,2013,4,3,Wednesday
2013-04-04,1182,2013,4,4,Thursday
2013-04-06,1183,2013,4,6,Saturday
2013-04-07,1184,2013,4,7,Sunday
2013-04-08,1185,2013,4,8,Monday
2013-04-09,1186,2013,4,9,Tuesday
2013-04-10,1187,2013,4,10,Wednesday
2013-04-11,1188,2013,4,11,Thursday
2013-04-12,1189,2013,4,12,Friday
2013-04-13,1190,2013,4,13,Saturday
2013-04-14,1191,2013,4,14,Sunday
2013-04-15,1192,2013,4,15,Monday
2013-04-16,1193,2013,4,16,Tuesday
2013-04-17,1194,2013,4,17,Wednesday
2013-04-18,1195,2013,4,18,Thursday
2013-04-19,1196,2013,4,19,Friday
2013-04-20,1197,2013,4,20,Saturday
2013-04-21,1198,2013,4,21,Sunday
2013-04-22,1199,2013,4,22,Monday
2013-04-23,1200,2013,4,23,Tuesday
2013-04-24,1201,2013,4,24,Wednesday
2013-04-25,1202,2013,4,25,Thursday
2013-04-27,1203,2013,4,27,Saturday
2013-04-28,1204,2013,4,28,Sunday
2013-04-30,1205,2013,4,30,Tuesday
2013-05-01,1206,2013,5,1,Wednesday
2013-05-02,1207,2013,5,2,Thursday
2013-05-03,1208,2013,5,3,Friday
2013-05-04,1209,2013,5,4,Saturday
2013-05-05,1210,2013,5,5,Sunday
2013-05-06,1211,2013,5,6,Monday
2013-05-13,1212,2013,5,13,Monday
2013-05-15,1213,2013,5,15,Wednesday
2013-05-16,1214,2013,5,16,Thursday
2013-05-17,1215,2013,5,17,Friday
2013-05-18,1216,2013,5,18,Saturday
2013-05-19,1217,2013,5,19,Sunday
2013-05-20,1218,2013,5,20,Monday
2013-05-21,1219,2013,5,21,Tuesday
2013-05-23,1220,2013,5,23,Thursday
2013-05-24,1221,2013,5,24,Friday
2013-05-27,1222,2013,5,27,Monday
2013-05-30,1223,2013,5,30,Thursday
2013-05-31,1224,2013,5,31,Friday
2013-06-01,1225,2013,6,1,Saturday
2013-06-02,1226,2013,6,2,Sunday
2013-06-04,1227,2013,6,4,Tuesday
2013-06-06,1228,2013,6,6,Thursday
2013-06-07,1229,2013,6,7,Friday
2013-06-08,1230,2013,6,8,Saturday
2013-06-11,1231,2013,6,11,Tuesday
2013-06-12,1232,2013,6,12,Wednesday
2013-06-13,1233,2013,6,13,Thursday
2013-06-15,1234,2013,6,15,Saturday
2013-06-18,1235,2013,6,18,Tuesday
2013-06-20,1236,2013,6,20,Thursday
2013-06-22,1237,2013,6,22,Saturday
2013-06-23,1238,2013,6,23,Sunday
2013-06-25,1239,2013,6,25,Tuesday
2013-06-27,1240,2013,6,27,Thursday
2013-07-02,1241,2013,7,2,Tuesday
2013-07-04,1242,2013,7,4,Thursday
2013-07-05,1243,2013,7,5,Friday
2013-07-06,1244,2013,7,6,Saturday
2013-07-07,1245,2013,7,7,Sunday
2013-07-08,1246,2013,7,8,Monday
2013-07-12,1247,2013,7,12,Friday
2013-07-14,1248,2013,7,14,Sunday
2013-07-15,1249,2013,7,15,Monday
2013-07-16,1250,2013,7,16,Tuesday
2013-07-17,1251,2013,7,17,Wednesday
2013-07-18,1252,2013,7,18,Thursday
2013-07-19,1253,2013,7,19,Friday
2013-07-20,1254,2013,7,20,Saturday
2013-07-21,1255,2013,7,21,Sunday
2013-07-22,1256,2013,7,22,Monday
2013-07-23,1257,2013,7,23,Tuesday
2013-07-24,1258,2013,7,24,Wednesday
2013-07-25,1259,2013,7,25,Thursday
2013-07-26,1260,2013,7,26,Friday
2013-07-29,1261,2013,7,29,Monday
2013-08-01,1262,2013,8,1,Thursday
2013-08-03,1263,2013,8,3,Saturday
2013-08-04,1264,2013,8,4,Sunday
2013-08-05,1265,2013,8,5,Monday
2013-08-06,1266,2013,8,6,Tuesday
2013-08-07,1267,2013,8,7,Wednesday
2013-08-08,1268,2013,8,8,Thursday
2013-08-09,1269,2013,8,9,Friday
2013-08-11,1270,2013,8,11,Sunday
2013-08-12,1271,2013,8,12,Monday
2013-08-13,1272,2013,8,13,Tuesday
2013-08-14,1273,2013,8,14,Wednesday
2013-08-15,1274,2013,8,15,Thursday
2013-08-16,1275,2013,8,16,Friday
2013-08-17,1276,2013,8,17,Saturday
2013-08-18,1277,2013,8,18,Sunday
2013-08-19,1278,2013,8,19,Monday
2013-08-20,1279,2013,8,20,Tuesday
2013-08-21,1280,2013,8,21,Wednesday
2013-08-22,1281,2013,8,22,Thursday
2013-08-23,1282,2013,8,23,Friday
2013-08-25,1283,2013,8,25,Sunday
2013-08-26,1284,2013,8,26,Monday
2013-08-27,1285,2013,8,27,Tuesday
2013-08-28,1286,2013,8,28,Wednesday
2013-08-29,1287,2013,8,29,Thursday
2013-08-30,1288,2013,8,30,Friday
2013-08-31,1289,2013,8,31,Saturday
2013-09-01,1290,2013,9,1,Sunday
2013-09-03,1291,2013,9,3,Tuesday
2013-09-04,1292,2013,9,4,Wednesday
2013-09-05,1293,2013,9,5,Thursday
2013-09-06,1294,2013,9,6,Friday
2013-09-08,1295,2013,9,8,Sunday
2013-09-09,1296,2013,9,9,Monday
2013-09-10,1297,2013,9,10,Tuesday
2013-09-11,1298,2013,9,11,Wednesday
2013-09-13,1299,2013,9,13,Friday
2013-09-14,1300,2013,9,14,Saturday
2013-09-15,1301,2013,9,15,Sunday
2013-09-16,1302,2013,9,16,Monday
2013-09-17,1303,2013,9,17,Tuesday
2013-09-18,1304,2013,9,18,Wednesday
2013-09-19,1305,2013,9,19,Thursday
2013-09-20,1306,2013,9,20,Friday
2013-09-21,1307,2013,9,21,Saturday
2013-09-22,1308,2013,9,22,Sunday
2013-09-23,1309,2013,9,23,Monday
2013-09-24,1310,2013,9,24,Tuesday
2013-09-25,1311,2013,9,25,Wednesday
2013-09-26,1312,2013,9,26,Thursday
2013-09-27,1313,2013,9,27,Friday
2013-09-28,1314,2013,9,28,Saturday
