WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow,ConditionID
NNW,NNE,WSW,No,Yes,3296
S,SSW,SW,Yes,No,3297
WSW,NNW,NW,No,No,3298
ENE,NNE,W,No,No,3299
ESE,ENE,NE,No,No,3300
E,SW,SE,No,Yes,3301
E,ENE,ESE,Yes,Yes,3302
SW,WNW,SW,No,No,3303
NW,N,WSW,No,Yes,3304
W,SSW,SW,Yes,No,3305
SSW,ENE,SSW,No,No,3306
SE,S,SW,No,Yes,3307
ESE,E,SSE,Yes,No,3308
SSW,ENE,NW,No,No,3309
SSW,NE,N,No,No,3310
WSW,ENE,WSW,No,Yes,3311
E,ENE,SSE,Yes,No,3312
ENE,NE,WNW,No,No,3313
WNW,E,SE,No,Yes,3314
S,E,SE,Yes,No,3315
S,E,SSE,No,No,3316
SSW,NNW,SSW,No,No,3317
SW,ESE,SSW,No,No,3318
WSW,NE,SE,No,No,3319
NW,ENE,NW,No,No,3320
SE,E,W,No,No,3321
SSE,ESE,SSE,No,Yes,3322
W,ENE,S,Yes,Yes,3323
E,NE,SSW,No,No,3324
ESE,E,NNE,No,No,3325
NNE,S,NNW,No,Yes,3326
SW,SSW,S,Yes,No,3327
WSW,NE,WNW,Yes,Yes,3328
WSW,S,SW,No,Yes,3329
ENE,NNE,SSE,No,Yes,3330
N,WSW,SW,Yes,No,3331
E,E,S,No,Yes,3332
SSW,W,SSW,No,No,3333
NNE,NE,E,Yes,Yes,3334
W,NW,WSW,Yes,Yes,3335
W,NE,WSW,Yes,Yes,3336
E,S,S,No,No,3337
ESE,ESE,WNW,No,No,3338
ENE,E,SSW,No,No,3339
E,E,NNW,No,No,3340
NE,ENE,NNE,No,Yes,3341
NNE,ENE,NW,Yes,No,3342
W,W,SW,No,Yes,3343
SW,WSW,WSW,Yes,Yes,3344
S,SSW,SSE,No,No,3345
N,NE,NE,No,No,3346
W,NNW,SW,No,No,3347
S,NNW,S,No,No,3348
W,NW,SW,No,No,3349
WSW,SE,E,Yes,Yes,3350
S,S,NNW,No,No,3351
NNW,NE,NE,No,Yes,3352
NNW,NNE,NNE,No,No,3353
SSW,S,W,No,No,3354
ENE,ENE,SW,No,No,3355
S,ESE,SE,No,No,3356
S,NNE,E,No,Yes,3357
ENE,E,SSE,Yes,Yes,3358
W,NNE,ENE,Yes,Yes,3359
N,N,W,Yes,No,3360
S,NNW,NNW,No,No,3361
SW,NNE,N,No,No,3362
WSW,SE,SW,No,Yes,3363
E,SSE,NNW,No,No,3364
WNW,NNE,NNW,No,Yes,3365
W,NE,NNE,Yes,Yes,3366
SW,ENE,SW,No,Yes,3367
WNW,NE,NNE,Yes,Yes,3368
NW,N,WNW,Yes,No,3369
S,NE,N,No,Yes,3370
SW,N,NW,Yes,Yes,3371
SE,NE,NW,No,No,3372
ESE,ESE,N,No,Yes,3373
SW,NE,SSE,No,No,3374
E,N,SSW,No,No,3375
NE,N,ESE,No,No,3376
W,N,NNW,No,Yes,3377
SE,SSW,S,Yes,Yes,3378
NNW,NNW,SW,No,No,3379
SSW,N,SSW,No,No,3380
NE,NW,WNW,No,Yes,3381
SSW,NNW,SSW,Yes,,3382
S,S,S,,,3383
E,ESE,E,,Yes,3384
ENE,ENE,ESE,Yes,No,3385
W,NW,WSW,Yes,No,3386
WSW,NNW,SW,No,Yes,3387
ESE,NE,N,No,Yes,3388
SW,N,WNW,Yes,No,3389
ESE,E,NE,No,No,3390
E,NE,W,No,No,3391
W,NNE,ESE,No,No,3392
SE,NE,ENE,No,No,3393
NNE,N,NW,No,No,3394
S,NNE,NE,No,No,3395
E,ENE,S,No,Yes,3396
NE,ENE,SE,Yes,No,3397
SSE,NE,WSW,No,,3398
E,SSE,E,,No,3399
ESE,E,ESE,No,Yes,3400
ESE,ESE,E,Yes,Yes,3401
ENE,E,S,Yes,No,3402
SW,WSW,SSW,No,Yes,3403
WSW,E,NNE,No,No,3404
W,E,SE,No,No,3405
SSW,WNW,WNW,No,No,3406
S,E,WNW,No,No,3407
E,SSW,SSE,No,No,3408
S,E,SW,No,No,3409
N,NE,NE,Yes,Yes,3410
N,NW,WSW,Yes,No,3411
SSE,NE,SSW,No,No,3412
ENE,NE,W,No,No,3413
WNW,NNE,NW,Yes,Yes,3414
W,N,SSE,No,No,3415
SSE,SW,SW,No,No,3416
N,NE,N,No,Yes,3417
NE,N,W,Yes,No,3418
WNW,W,WNW,No,Yes,3419
NE,ENE,SE,No,No,3420
E,E,ESE,Yes,Yes,3421
W,SW,W,Yes,Yes,3422
NE,N,NNE,No,Yes,3423
W,NNE,NE,Yes,Yes,3424
NNW,NW,ESE,Yes,Yes,3425
SW,SSE,SSW,Yes,Yes,3426
ESE,ENE,SW,No,Yes,3427
N,ENE,NNE,No,Yes,3428
NNE,N,NW,Yes,No,3429
E,NNW,ENE,Yes,Yes,3430
E,ENE,WNW,Yes,No,3431
NNE,N,WNW,No,No,3432
NNW,ENE,W,No,No,3433
SW,NNE,NNW,No,Yes,3434
SW,WSW,W,Yes,No,3435
NE,E,SE,Yes,Yes,3436
SW,N,WSW,Yes,No,3437
E,ENE,NE,No,Yes,3438
N,SE,NE,Yes,Yes,3439
NW,W,W,Yes,Yes,3440
NNE,N,N,No,Yes,3441
WSW,NNE,WSW,Yes,Yes,3442
NW,WNW,W,Yes,Yes,3443
NNW,S,S,No,No,3444
NNW,WNW,NW,No,No,3445
SW,ESE,W,No,No,3446
W,WNW,NNW,No,No,3447
NNE,NE,N,No,Yes,3448
W,W,SSW,No,Yes,3449
WNW,ESE,NE,Yes,Yes,3450
N,N,N,No,,3451
NNW,N,NW,,,3452
N,NE,NNE,,,3453
NNW,N,N,,,3454
NNW,NNE,WNW,,,3455
SW,S,SSW,,,3456
S,S,S,,No,3457
SSW,SSE,WSW,No,,3458
SW,S,WSW,,,3459
SW,ENE,SW,,,3460
SW,N,W,,No,3461
WNW,NNE,NNE,No,No,3462
SSE,ESE,S,Yes,No,3463
SSW,N,SSW,No,Yes,3464
ESE,WSW,NW,Yes,Yes,3465
N,N,W,No,No,3466
NE,NE,NW,No,Yes,3467
NNE,NNE,ESE,Yes,No,3468
NNW,NNE,SSE,Yes,No,3469
SE,ENE,S,No,Yes,3470
SE,NNW,N,No,No,3471
W,ESE,W,No,Yes,3472
NNE,E,W,No,No,3473
E,NNE,SW,No,Yes,3474
W,N,N,Yes,No,3475
SSE,NE,WNW,No,No,3476
N,N,SSW,No,No,3477
N,NNW,W,No,No,3478
N,NNE,WSW,No,No,3479
E,ESE,SW,No,Yes,3480
SSE,E,SSE,Yes,No,3481
SW,NW,SSW,No,No,3482
S,E,SE,No,No,3483
S,NE,SE,No,No,3484
W,NNE,N,No,No,3485
ENE,NE,NNW,Yes,No,3486
NW,E,NNW,No,No,3487
W,S,SW,No,No,3488
SSE,NE,S,No,No,3489
NNW,ENE,NNE,No,No,3490
WSW,WSW,WNW,Yes,Yes,3491
W,NE,ENE,Yes,No,3492
NE,E,NNW,No,Yes,3493
NW,E,E,Yes,Yes,3494
WSW,SSW,WSW,Yes,No,3495
ESE,SSE,SSW,No,No,3496
ESE,SW,SSW,No,No,3497
SE,SE,E,Yes,No,3498
SSW,NW,NNE,No,Yes,3499
SSW,SSE,E,No,Yes,3500
S,S,S,No,Yes,3501
SSE,SSW,SE,Yes,Yes,3502
SSW,SSW,E,Yes,No,3503
NE,NNW,NE,No,No,3504
SE,SW,ESE,No,No,3505
ENE,WSW,WSW,Yes,Yes,3506
E,NNW,E,Yes,Yes,3507
E,SW,SW,Yes,Yes,3508
ESE,SSW,ENE,Yes,Yes,3509
SSW,SE,S,Yes,No,3510
SW,S,ESE,No,Yes,3511
NE,NNW,NE,No,Yes,3512
SSW,W,SSE,Yes,No,3513
NNE,NNW,NNE,No,Yes,3514
E,SW,S,Yes,Yes,3515
WSW,WSW,ESE,Yes,No,3516
NNE,NNW,NE,No,Yes,3517
NNW,WSW,NNW,No,Yes,3518
S,SW,ESE,No,No,3519
SSW,SW,SSE,No,Yes,3520
NE,WNW,NE,No,No,3521
NE,WNW,NNE,No,No,3522
SSE,SSE,S,Yes,,3523
ENE,E,ENE,Yes,Yes,3524
N,SW,S,Yes,Yes,3525
S,NW,SSW,Yes,Yes,3526
SW,SW,WSW,Yes,Yes,3527
SE,SW,WSW,Yes,Yes,3528
WSW,SW,SE,Yes,Yes,3529
ENE,N,ENE,Yes,Yes,3530
SW,W,WSW,Yes,Yes,3531
NW,NW,S,No,No,3532
S,WSW,S,Yes,Yes,3533
WSW,SW,W,Yes,Yes,3534
ESE,WSW,E,Yes,No,3535
SSE,SW,ESE,No,No,3536
N,WNW,N,No,No,3537
E,W,NE,No,No,3538
ESE,SW,WSW,No,Yes,3539
NE,SW,E,Yes,Yes,3540
E,E,ENE,Yes,Yes,3541
E,ESE,ESE,Yes,Yes,3542
E,SW,WNW,Yes,No,3543
SW,SSW,NNE,No,No,3544
NW,SSW,SSE,No,No,3545
SSW,WSW,S,Yes,No,3546
SW,S,ENE,No,No,3547
NW,WNW,ESE,No,No,3548
SSW,NW,NNE,No,No,3549
WNW,SSW,ENE,No,Yes,3550
WSW,WSW,SE,Yes,No,3551
ENE,SW,ESE,Yes,Yes,3552
E,W,NNW,Yes,Yes,3553
NNE,WNW,NE,Yes,Yes,3554
NE,SW,ENE,Yes,Yes,3555
NW,WNW,NE,No,No,3556
SW,NNE,E,No,No,3557
WSW,W,NE,No,No,3558
SW,NW,WSW,No,No,3559
SSW,WNW,SE,No,No,3560
NNW,W,N,No,No,3561
S,SW,SW,No,Yes,3562
ESE,SW,SW,Yes,Yes,3563
NNW,NE,NE,No,No,3564
WNW,SSW,E,No,No,3565
NW,NW,NNW,No,No,3566
NW,WNW,E,No,No,3567
SW,W,E,Yes,No,3568
NW,S,SSE,No,No,3569
SE,NW,SE,No,No,3570
NW,SW,E,No,No,3571
SSW,W,E,No,No,3572
NW,NNW,NE,No,No,3573
SSW,NW,NNW,No,No,3574
SSE,W,S,No,No,3575
NW,NW,NE,No,No,3576
WNW,NW,ESE,No,No,3577
SSW,WSW,E,No,No,3578
W,W,ESE,No,No,3579
WSW,WSW,E,No,No,3580
SSE,WSW,E,No,No,3581
S,S,SSE,Yes,No,3582
NNW,N,NE,No,Yes,3583
SSW,NNE,NE,No,No,3584
NNW,N,NE,Yes,Yes,3585
S,SE,S,Yes,Yes,3586
SSW,WSW,SSW,Yes,Yes,3587
SSW,NW,ESE,No,No,3588
SW,SSW,SSE,No,Yes,3589
SSW,SSE,ENE,No,Yes,3590
E,E,SE,Yes,Yes,3591
ESE,ESE,S,Yes,Yes,3592
SSW,NW,SSW,No,Yes,3593
NNE,SSW,E,Yes,No,3594
WNW,SSE,NE,No,No,3595
NNE,NNW,SSE,No,Yes,3596
N,WNW,SSW,Yes,No,3597
SSE,SSW,ESE,No,Yes,3598
N,NNW,SSW,No,Yes,3599
S,SSW,NNE,Yes,No,3600
WSW,SSW,ESE,No,No,3601
SE,SSE,SSW,Yes,No,3602
NE,SSE,E,No,No,3603
SSW,SSE,NE,No,No,3604
NE,WSW,NNE,No,Yes,3605
NNW,S,ESE,Yes,No,3606
NW,NNE,NE,No,No,3607
SSW,S,E,No,No,3608
NNE,SW,ENE,No,Yes,3609
NNW,S,SE,Yes,No,3610
SSE,SSE,SW,Yes,Yes,3611
NE,NNW,NE,Yes,Yes,3612
ENE,SSE,NW,Yes,Yes,3613
NNE,S,E,Yes,No,3614
SW,WSW,ESE,Yes,Yes,3615
S,SW,SE,Yes,No,3616
WSW,NW,SSE,Yes,Yes,3617
NNE,N,NE,Yes,No,3618
SSW,SSE,NE,No,Yes,3619
SW,SSW,SSW,Yes,Yes,3620
ESE,SW,SE,Yes,Yes,3621
SSE,WSW,SSW,No,Yes,3622
SSE,SW,SW,Yes,Yes,3623
SSE,WSW,E,Yes,Yes,3624
E,SW,ENE,Yes,Yes,3625
NE,NW,NNE,Yes,Yes,3626
NE,NW,NNE,No,Yes,3627
NNE,N,NNE,Yes,No,3628
N,NW,SE,No,No,3629
SSE,WSW,SSE,Yes,Yes,3630
SSE,SW,ESE,No,Yes,3631
S,WNW,SW,Yes,No,3632
NE,WSW,ESE,No,No,3633
SSW,W,S,No,Yes,3634
S,NW,NW,No,No,3635
WSW,WSW,SSE,Yes,Yes,3636
SW,WSW,S,Yes,Yes,3637
ESE,NNW,N,Yes,Yes,3638
NNE,W,SE,Yes,No,3639
SSE,NNW,SSW,No,Yes,3640
NNW,WNW,E,No,No,3641
N,WSW,SE,No,No,3642
SE,W,E,No,Yes,3643
NNE,WNW,SW,Yes,Yes,3644
SSW,W,E,Yes,No,3645
S,WSW,S,No,No,3646
S,WSW,NE,No,Yes,3647
N,WSW,W,No,Yes,3648
N,WNW,NE,Yes,No,3649
W,NW,WSW,No,Yes,3650
SSE,SSW,WSW,Yes,Yes,3651
WSW,WSW,SE,Yes,Yes,3652
SW,NW,NNE,No,No,3653
NW,WNW,NNW,No,No,3654
SW,W,SSE,No,No,3655
WSW,W,SSE,No,No,3656
S,WSW,S,No,Yes,3657
WSW,SW,SSE,Yes,Yes,3658
N,NW,NW,No,Yes,3659
WSW,WSW,S,Yes,No,3660
SW,W,SE,No,No,3661
NNW,WNW,SW,No,Yes,3662
NNW,N,NNW,Yes,No,3663
WSW,WSW,E,Yes,No,3664
NNW,NE,ESE,No,No,3665
WSW,WNW,NW,No,Yes,3666
SW,WSW,SSE,Yes,Yes,3667
WSW,SW,SW,Yes,Yes,3668
NNW,S,N,Yes,No,3669
NNW,WNW,NNW,No,No,3670
SSE,WNW,SE,No,No,3671
NE,SW,NE,No,Yes,3672
N,N,NNE,Yes,Yes,3673
NNW,NW,NW,Yes,No,3674
NW,WSW,W,No,No,3675
WSW,WSW,ENE,No,No,3676
N,N,NNE,Yes,No,3677
W,NW,NNE,No,No,3678
W,NW,E,No,No,3679
NW,NNW,SSW,No,No,3680
N,NNW,NNW,Yes,No,3681
WSW,NW,NNE,Yes,No,3682
N,WNW,ENE,No,No,3683
SSW,WNW,ENE,No,No,3684
NNE,NW,E,No,No,3685
SSW,WSW,SE,Yes,Yes,3686
SW,SSE,E,No,Yes,3687
ENE,SW,NE,Yes,Yes,3688
S,S,SSW,Yes,Yes,3689
S,NW,NE,Yes,Yes,3690
E,SW,SE,Yes,Yes,3691
ESE,E,SE,Yes,Yes,3692
NNE,NE,NE,Yes,No,3693
WNW,WNW,ESE,Yes,No,3694
WSW,SSW,SE,Yes,No,3695
SW,SW,E,No,Yes,3696
NE,SW,ENE,Yes,No,3697
N,SSW,E,Yes,No,3698
NE,WSW,NE,No,Yes,3699
S,SW,WSW,Yes,Yes,3700
SSE,S,S,Yes,Yes,3701
N,WNW,NNE,No,Yes,3702
SSW,NE,N,No,Yes,3703
SSW,S,SSW,Yes,Yes,3704
ENE,SSE,ENE,Yes,No,3705
NE,NE,NE,Yes,No,3706
NE,N,NE,No,Yes,3707
NNE,N,NNE,Yes,Yes,3708
NE,NE,NNE,Yes,No,3709
NNE,NW,NE,No,Yes,3710
NNE,E,ESE,Yes,Yes,3711
NE,NNE,NNE,Yes,No,3712
N,NW,NE,No,Yes,3713
N,SE,ENE,Yes,No,3714
WSW,S,S,No,Yes,3715
NE,SSW,ENE,Yes,No,3716
NW,WNW,SW,No,Yes,3717
WNW,SSW,SSW,Yes,No,3718
N,W,NNW,No,No,3719
NE,WSW,NE,No,No,3720
WSW,WSW,S,Yes,Yes,3721
SE,SSE,SSE,Yes,Yes,3722
SE,NW,ESE,No,No,3723
NNE,SSW,S,No,No,3724
SSW,ESE,ENE,No,Yes,3725
WSW,WSW,SW,Yes,Yes,3726
S,N,NNE,No,Yes,3727
ESE,E,S,Yes,No,3728
SW,WSW,ESE,Yes,No,3729
SSW,N,NE,No,Yes,3730
NE,NNW,NE,Yes,No,3731
ENE,SSW,SSE,Yes,No,3732
SSE,WSW,S,Yes,Yes,3733
S,SW,SW,Yes,No,3734
NW,N,NE,No,Yes,3735
SSW,N,NE,Yes,Yes,3736
SW,WNW,ENE,Yes,Yes,3737
SSW,WSW,S,Yes,Yes,3738
S,SE,SSE,Yes,Yes,3739
SW,WSW,SE,Yes,Yes,3740
NNE,SW,E,No,No,3741
NE,NNW,ENE,No,No,3742
SSE,WNW,S,Yes,No,3743
WNW,NNW,ENE,Yes,No,3744
ENE,W,ENE,Yes,No,3745
SE,NW,SSE,No,Yes,3746
NW,WNW,SE,No,No,3747
WSW,NW,E,No,No,3748
SE,WNW,SE,No,No,3749
SW,SSW,SE,No,Yes,3750
NE,W,NE,Yes,No,3751
NW,S,NW,No,Yes,3752
SW,NW,ENE,Yes,No,3753
ENE,WSW,S,No,Yes,3754
SW,WNW,SSW,Yes,Yes,3755
S,ESE,S,Yes,Yes,3756
SW,W,S,Yes,No,3757
SW,WNW,N,No,No,3758
W,NW,ENE,No,No,3759
SW,WNW,NNE,No,No,3760
SSE,SW,WSW,Yes,Yes,3761
WSW,NW,ENE,Yes,No,3762
W,WSW,SSE,No,No,3763
NW,SW,ENE,No,No,3764
NNW,NW,N,No,No,3765
SSW,WSW,SSE,No,No,3766
N,NNW,NNW,No,No,3767
SE,WSW,S,Yes,Yes,3768
SSW,WSW,SW,Yes,Yes,3769
WNW,NNW,ENE,No,No,3770
N,WSW,NE,No,No,3771
SW,NNW,NE,No,No,3772
SSE,NW,E,No,No,3773
SW,W,W,No,Yes,3774
SSE,SW,W,No,Yes,3775
WSW,WNW,NNE,No,No,3776
NW,NW,ESE,No,No,3777
NNW,NNW,NE,No,No,3778
NNW,NNW,SE,No,Yes,3779
WNW,NW,E,Yes,No,3780
WNW,NW,SE,No,Yes,3781
ENE,N,E,Yes,Yes,3782
SW,WSW,NNE,No,Yes,3783
N,NW,SW,No,No,3784
NE,N,NW,No,No,3785
SE,SSW,SSW,Yes,Yes,3786
SSE,SW,ESE,Yes,Yes,3787
SSW,SW,SSE,Yes,No,3788
SW,SE,NNE,No,Yes,3789
S,NW,WSW,Yes,Yes,3790
S,SW,WSW,No,No,3791
NW,SSE,NE,No,No,3792
NNW,NW,WNW,No,No,3793
SSW,SW,ESE,No,Yes,3794
SSE,SSE,S,Yes,Yes,3795
NW,N,N,Yes,No,3796
SSW,NE,S,Yes,Yes,3797
NNE,SSW,NE,Yes,No,3798
WSW,WSW,SSW,Yes,Yes,3799
ENE,SW,E,Yes,Yes,3800
S,SE,S,Yes,No,3801
WSW,WSW,SSE,No,No,3802
S,SSE,E,No,Yes,3803
NNW,WSW,WNW,No,Yes,3804
S,NNW,NNE,No,No,3805
ENE,E,NNE,Yes,Yes,3806
N,NW,NW,No,No,3807
SW,S,SE,No,No,3808
SSW,SSW,SW,No,Yes,3809
NE,SSE,NE,No,Yes,3810
E,WSW,WSW,No,Yes,3811
ENE,ESE,SSE,Yes,No,3812
N,SSE,NNE,Yes,Yes,3813
S,SSE,SSE,Yes,No,3814
S,SW,ESE,Yes,No,3815
E,NW,ENE,No,Yes,3816
WSW,SW,ESE,Yes,No,3817
NNE,S,ENE,No,No,3818
SSW,SSW,SE,Yes,Yes,3819
NE,ESE,NE,Yes,No,3820
SSW,WNW,NE,No,No,3821
NNE,SSW,NNW,No,Yes,3822
ESE,ESE,SE,Yes,Yes,3823
ENE,SE,E,Yes,Yes,3824
ENE,S,NE,Yes,Yes,3825
E,ENE,NE,Yes,Yes,3826
E,ESE,NE,Yes,Yes,3827
NE,W,N,Yes,Yes,3828
NE,WSW,NE,Yes,No,3829
ESE,SSW,E,No,No,3830
SSW,SE,ESE,No,Yes,3831
E,SW,ENE,No,Yes,3832
S,N,NE,Yes,Yes,3833
NNE,WSW,SE,Yes,Yes,3834
SSW,SW,SE,Yes,No,3835
SSE,WSW,ESE,No,No,3836
SSE,SW,NE,No,Yes,3837
S,NW,S,Yes,No,3838
SE,SW,W,Yes,Yes,3839
SSE,NNW,NNE,No,Yes,3840
S,WSW,SE,Yes,No,3841
SSE,SW,WNW,No,Yes,3842
NNE,W,E,Yes,Yes,3843
NE,NW,ENE,Yes,No,3844
E,WNW,NE,Yes,Yes,3845
SW,NW,ESE,Yes,No,3846
SE,SW,SE,No,Yes,3847
SSE,W,SE,Yes,No,3848
NNE,SSW,NE,No,No,3849
NNW,WSW,NE,No,No,3850
S,WSW,WSW,Yes,Yes,3851
WSW,SW,S,Yes,Yes,3852
ENE,NW,NNE,Yes,Yes,3853
E,NW,NE,No,No,3854
SSW,NNW,NE,No,Yes,3855
SW,W,NNW,Yes,,3856
S,SW,WSW,,No,3857
NE,SW,SW,No,Yes,3858
SW,W,SW,Yes,Yes,3859
W,W,ESE,Yes,Yes,3860
NE,NW,NW,Yes,No,3861
ENE,NNW,E,No,Yes,3862
SW,W,E,No,No,3863
S,W,SE,No,No,3864
SSW,SW,N,No,Yes,3865
W,WSW,E,Yes,No,3866
SW,WSW,SE,Yes,No,3867
SE,W,E,No,No,3868
NNW,NW,SE,No,No,3869
WSW,NW,S,No,Yes,3870
WNW,WNW,NE,Yes,Yes,3871
NW,WNW,NNW,Yes,No,3872
NNW,W,SW,No,No,3873
SW,NW,SSE,No,No,3874
NNE,NNW,SSE,No,No,3875
ESE,ESE,SW,Yes,Yes,3876
WSW,SW,SSW,Yes,No,3877
SSW,NW,S,No,No,3878
N,NW,N,Yes,No,3879
SW,WNW,NNW,Yes,Yes,3880
NNW,WSW,NW,Yes,No,3881
NW,NW,SW,Yes,Yes,3882
SSE,NNW,ESE,No,No,3883
SSW,WSW,NE,No,No,3884
W,NNW,ESE,No,No,3885
S,SSW,E,No,No,3886
WSW,NW,NE,No,No,3887
SSW,WSW,SW,No,Yes,3888
SSE,N,ESE,No,No,3889
SE,WNW,ESE,No,No,3890
ENE,NNW,SE,No,No,3891
NNW,N,NNE,No,No,3892
SSW,WSW,ESE,No,No,3893
NNW,SE,SE,Yes,No,3894
NNW,NNW,NNE,No,No,3895
SW,SSW,SE,Yes,No,3896
SSW,S,SE,No,No,3897
SSW,ESE,NNE,No,No,3898
NNW,S,SSE,No,No,3899
SSW,NW,NE,No,No,3900
SW,N,ESE,Yes,Yes,3901
SSE,WSW,SSE,Yes,No,3902
SW,S,E,No,Yes,3903
ENE,E,NE,Yes,No,3904
NNE,SW,SW,Yes,Yes,3905
SW,SW,ENE,No,,3906
S,NW,SSE,,Yes,3907
S,WSW,SSE,No,No,3908
E,WSW,E,No,Yes,3909
ESE,S,E,Yes,No,3910
NE,WNW,NE,Yes,No,3911
NE,N,ENE,No,Yes,3912
NE,SSW,ENE,Yes,Yes,3913
E,SW,SSW,Yes,Yes,3914
E,WSW,SSW,No,Yes,3915
ESE,WSW,SSE,Yes,No,3916
N,WSW,E,Yes,No,3917
SSW,SW,SE,No,Yes,3918
ESE,NW,SE,Yes,Yes,3919
ENE,WSW,ESE,Yes,Yes,3920
NW,NW,E,No,Yes,3921
WNW,SE,W,Yes,Yes,3922
S,W,S,Yes,Yes,3923
SW,WSW,E,Yes,No,3924
NNW,NNW,NW,No,Yes,3925
SSE,WSW,SW,Yes,Yes,3926
SSE,SW,SE,No,Yes,3927
ESE,WSW,S,Yes,Yes,3928
ESE,WSW,ENE,Yes,Yes,3929
WSW,WSW,W,Yes,Yes,3930
NE,NW,NNE,No,,3931
S,SSW,SSE,,Yes,3932
NE,SSW,ENE,No,No,3933
NE,NW,NNW,No,No,3934
WSW,NNW,SSE,No,No,3935
SSW,SW,E,Yes,Yes,3936
NNE,SW,SE,Yes,No,3937
SE,WSW,SE,Yes,Yes,3938
N,NW,S,No,No,3939
W,WSW,ENE,No,No,3940
WSW,WSW,NE,No,No,3941
W,NW,NNW,No,Yes,3942
ENE,WNW,ENE,No,Yes,3943
NW,SW,E,Yes,Yes,3944
NE,W,E,Yes,No,3945
SW,N,S,No,Yes,3946
WSW,WNW,E,No,No,3947
NW,NNW,SE,No,No,3948
NNW,NW,WNW,No,Yes,3949
WNW,N,N,Yes,No,3950
WSW,WNW,SSW,No,No,3951
WSW,WSW,SSE,Yes,No,3952
SSE,WSW,SE,No,No,3953
N,NW,NNE,No,Yes,3954
N,NNW,NNE,Yes,No,3955
WNW,WNW,ENE,Yes,No,3956
SW,NNW,ESE,No,No,3957
NNE,NW,ESE,No,No,3958
WSW,N,N,No,No,3959
NNW,NW,NNE,No,No,3960
NW,NW,ENE,No,No,3961
SSW,S,SSE,No,Yes,3962
N,NNW,S,No,No,3963
WSW,NNE,NE,No,No,3964
SE,S,NE,No,No,3965
S,NNW,WSW,No,No,3966
NNE,WSW,NE,Yes,No,3967
SSW,SW,WSW,Yes,Yes,3968
SSW,SW,NE,No,No,3969
S,SSE,NE,No,No,3970
SW,NW,NE,Yes,Yes,3971
NNE,NNW,NE,Yes,Yes,3972
NE,N,NE,Yes,Yes,3973
NNE,ESE,SSE,Yes,No,3974
WNW,NNW,SSE,Yes,Yes,3975
SSE,SSE,E,No,Yes,3976
S,NE,SSW,No,Yes,3977
SSW,WSW,SSE,Yes,No,3978
W,WSW,SE,No,No,3979
ESE,S,ENE,No,Yes,3980
S,NNE,NE,No,Yes,3981
NW,S,NE,No,No,3982
NNW,SW,SSE,No,No,3983
ENE,W,E,Yes,Yes,3984
ENE,NE,ENE,Yes,No,3985
S,SSW,S,Yes,,3986
WSW,SW,WSW,,Yes,3987
NNE,SW,NE,Yes,Yes,3988
S,SW,SSE,No,,3989
ESE,WSW,ESE,,,3990
ENE,W,E,,,3991
NE,NW,E,No,Yes,3992
SW,W,ESE,Yes,Yes,3993
NNE,SW,ESE,Yes,No,3994
NNW,NNW,ENE,No,No,3995
NE,WNW,NE,No,Yes,3996
N,NNW,NE,Yes,Yes,3997
N,S,NNE,Yes,Yes,3998
S,NE,NE,Yes,Yes,3999
E,WNW,E,Yes,No,4000
ESE,SSE,SSE,Yes,Yes,4001
SE,SW,NE,No,Yes,4002
SE,WSW,SSE,Yes,Yes,4003
E,SSW,SSE,Yes,Yes,4004
NNE,NW,NE,Yes,No,4005
NE,NNW,SSW,No,Yes,4006
NE,SW,NE,Yes,Yes,4007
SSW,NNE,SSW,Yes,Yes,4008
E,WNW,ESE,Yes,No,4009
ESE,W,SE,No,Yes,4010
SSW,NNW,NNE,No,Yes,4011
S,SW,W,Yes,Yes,4012
NE,NNE,ENE,No,No,4013
SE,WSW,SSE,No,No,4014
ENE,W,E,Yes,No,4015
ENE,NW,E,No,No,4016
ENE,SW,ENE,Yes,Yes,4017
E,WSW,E,Yes,Yes,4018
SE,S,SE,Yes,Yes,4019
NE,NW,NE,Yes,No,4020
E,W,E,Yes,No,4021
NE,NNW,NNE,No,Yes,4022
NW,SE,NE,Yes,No,4023
NE,NW,ENE,No,No,4024
NNE,WNW,ENE,No,No,4025
SW,SW,N,No,Yes,4026
S,WNW,ESE,No,Yes,4027
ENE,N,NE,No,Yes,4028
NNE,WSW,E,No,No,4029
SW,NW,NNE,No,Yes,4030
SW,W,ENE,Yes,Yes,4031
NW,W,NW,Yes,No,4032
NNW,SW,SSE,No,Yes,4033
NE,E,ENE,Yes,Yes,4034
N,NW,ESE,No,No,4035
SW,NNW,W,No,Yes,4036
NNE,NW,NNW,Yes,No,4037
ENE,WNW,NE,No,No,4038
ESE,WSW,SSE,No,Yes,4039
E,WSW,ESE,Yes,Yes,4040
NNE,ENE,SSE,Yes,Yes,4041
E,WNW,SSW,Yes,No,4042
SSE,SW,SSW,No,No,4043
WNW,NNW,SE,No,No,4044
SW,WSW,ENE,No,Yes,4045
NNE,NW,N,Yes,No,4046
SW,SW,NNW,No,Yes,4047
NW,W,E,Yes,No,4048
NW,NNW,ENE,No,No,4049
ESE,NW,E,No,Yes,4050
N,WNW,N,No,Yes,4051
SW,NW,S,No,Yes,4052
S,WNW,SSE,No,No,4053
WSW,NW,SE,No,No,4054
